row_index,session_id,consistency_native_web_model_ua_strength,consistency_native_web_model_ua_match,consistency_native_web_android_version_match,consistency_native_web_android_version_delta,consistency_native_web_screen_width_error_ratio,consistency_native_web_screen_height_error_ratio,consistency_native_web_screen_max_error_ratio,consistency_native_web_screen_score,consistency_native_web_screen_consistent_10pct,consistency_native_web_cpu_platform_match,consistency_native_web_cpu_platform_known,consistency_native_web_gpu_family_score,consistency_native_web_gpu_family_match,consistency_native_web_gpu_software_or_desktop,consistency_native_web_touch_mobile_match,consistency_native_web_memory_delta_gb,consistency_native_web_memory_score,consistency_native_web_desktop_or_bot_ua,consistency_native_webview_agent_model_match,consistency_native_webview_agent_android_version_match,consistency_native_webview_agent_android_version_delta,consistency_native_webview_bridge_injected,consistency_native_webview_package_expected,consistency_native_webview_installer_official_like,consistency_native_webview_installer_manual,consistency_native_webview_debug_cleartext_tension,consistency_webview_web_chrome_major_match,consistency_webview_web_chrome_major_delta,consistency_webview_web_ua_has_wv_token,consistency_webview_web_bridge_mobile_runtime_match,consistency_webview_web_non_browser_ua,consistency_tri_layer_core_integrity_pass,consistency_tri_layer_sensor_bridge_fail,consistency_tri_layer_manual_timezone_or_adb,consistency_tri_layer_adb_full_battery_signal,consistency_tri_layer_official_installer_core_pass,consistency_tri_layer_mean_match_score,consistency_tri_layer_failure_count,llm_label.risk_score
0,31a99d07-a4c9-4fd3-8caa-06492f7a1034,1.0,1.0,1.0,0.0,0.0006944444444444445,0.0003125,0.0006944444444444445,0.9965277777777778,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.928272247314453,0.2679319381713867,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9994212962962963,0.0,42
1,248cb61b-8821-430b-861e-714052bc4231,1.0,1.0,1.0,0.0,0.0,0.00042052144659377626,0.00042052144659377626,0.9978973927670312,1.0,1.0,1.0,0.85,1.0,0.0,1.0,3.186351776123047,0.20341205596923828,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9746495654611719,0.0,15
2,65e9dcef-d91d-4861-9ffd-d19488ad98b8,1.0,1.0,1.0,0.0,0.0,0.0004248088360237893,0.0004248088360237893,0.9978759558198811,1.0,1.0,1.0,0.85,1.0,0.0,1.0,7.1140289306640625,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9746459926366469,0.0,15
3,09148467-4d90-493c-96f5-d5f6e7bdc2e8,1.0,1.0,1.0,0.0,0.001639344262295082,0.11173699303564114,0.11173699303564114,0.44131503482179435,0.0,1.0,1.0,0.85,1.0,0.0,1.0,2.9291763305664062,0.26770591735839844,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8818858391369657,1.0,15
4,a204dce8-baf4-4ea7-b36b-207416e10e37,1.0,1.0,1.0,0.0,0.0020833333333333333,0.0005617977528089888,0.0020833333333333333,0.9895833333333334,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.7592315673828125,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.998263888888889,0.0,15
5,e5cd5039-d710-4028-bae6-0049e32e6608,1.0,1.0,1.0,0.0,0.0015723270440251573,0.0012626262626262627,0.0015723270440251573,0.9921383647798742,1.0,1.0,1.0,0.85,1.0,0.0,1.0,6.932136535644531,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9736897274633124,0.0,15
6,d3a54276-b87f-4918-9161-0bb8cf971149,1.0,1.0,1.0,0.0,0.0020161290322580645,0.0012626262626262627,0.0020161290322580645,0.9899193548387096,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.549560546875,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9983198924731184,0.0,15
7,fd87aabd-94ce-4f71-8ccc-e5e426cdec53,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0207862854003906,0.24480342864990234,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
8,582c569f-eb2b-48a3-85df-98c9a381a7ab,1.0,1.0,1.0,0.0,0.0015723270440251573,0.0012626262626262627,0.0015723270440251573,0.9921383647798742,1.0,1.0,1.0,0.85,1.0,0.0,1.0,6.932136535644531,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9736897274633124,0.0,15
9,ceb1ca27-4369-42fc-b767-c5a5e388faf7,1.0,1.0,1.0,0.0,0.0,0.0006476683937823834,0.0006476683937823834,0.9967616580310881,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.787036895751953,0.3032407760620117,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9994602763385148,0.0,15
10,9fd519ff-3ab1-444a-a55b-27eb421aaf9f,1.0,1.0,1.0,0.0,0.00078125,0.07467778620166793,0.07467778620166793,0.6266110689916604,1.0,1.0,1.0,0.85,1.0,0.0,1.0,7.275295257568359,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.91276851149861,1.0,15
11,e533632e-22af-4e94-add8-5d06e3871029,1.0,1.0,1.0,0.0,0.0004464285714285714,0.0002717391304347826,0.0004464285714285714,0.9977678571428571,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.364826202392578,0.15879344940185547,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8329613095238096,3.0,15
12,66a67f7f-b27f-4807-84a4-e29970739742,1.0,1.0,1.0,0.0,0.001639344262295082,0.0006452802359882006,0.001639344262295082,0.9918032786885246,1.0,1.0,1.0,0.85,1.0,0.0,1.0,2.9286270141601562,0.26784324645996094,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9736338797814209,0.0,15
13,925d1b12-1e95-4af9-a814-9bd30e121924,1.0,1.0,1.0,0.0,0.001388888888888889,0.06844973309608542,0.06844973309608542,0.6577513345195729,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.861228942871094,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9429585557532622,0.0,15
14,b79aa8e7-2ea6-4836-9344-aa99b0913031,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0207862854003906,0.24480342864990234,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
15,a5b6892e-d33b-4df4-b152-5300f5b590d1,1.0,1.0,1.0,0.0,0.0,0.05459387483355526,0.05459387483355526,0.7270306258322237,1.0,1.0,1.0,0.85,1.0,0.0,1.0,0.6863822937011719,0.828404426574707,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.762838437638704,1.0,15
16,8a766694-e622-4d1c-9847-8aa36fa7b094,1.0,1.0,1.0,0.0,0.0017857142857142857,0.05180221811460259,0.05180221811460259,0.740988909426987,1.0,1.0,1.0,0.85,1.0,0.0,1.0,3.3033065795898438,0.17417335510253906,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7651648182378311,1.0,15
17,be3f5c46-a03d-42d2-979f-6fafc15a07e1,1.0,1.0,1.0,0.0,0.00078125,0.07467778620166793,0.07467778620166793,0.6266110689916604,1.0,1.0,1.0,0.85,1.0,0.0,1.0,7.275913238525391,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.91276851149861,1.0,15
18,39083cb8-00d4-4b99-afd3-a19a477cc108,1.0,1.0,1.0,0.0,0.002777777777777778,0.00125,0.002777777777777778,0.9861111111111112,1.0,1.0,1.0,0.85,1.0,0.0,1.0,6.964698791503906,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9726851851851852,0.0,15
19,314cb641-4037-4770-a7b0-dd80d14603ef,1.0,1.0,1.0,0.0,0.0018203883495145632,0.04527712724434036,0.04527712724434036,0.7736143637782982,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8444938659667969,0.7888765335083008,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7956023939630498,1.0,15
20,251af53d-e207-4545-84b3-1917df92235a,1.0,1.0,1.0,0.0,0.001639344262295082,0.10234693877551021,0.10234693877551021,0.488265306122449,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7694511413574219,0.8076372146606445,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7480442176870747,2.0,15
21,c4a4b08f-9f73-40d6-a4b9-ce5097e1baed,1.0,1.0,1.0,0.0,0.0,0.11627906976744186,0.11627906976744186,0.4186046511627908,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7556877136230469,0.8110780715942383,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9031007751937984,1.0,15
22,9d3541c8-1b23-4022-ad42-2bdfe6a01c57,1.0,1.0,1.0,0.0,0.0,0.08709568733153639,0.08709568733153639,0.5645215633423181,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.3753318786621094,0.6561670303344727,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,85.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7607535938903863,2.0,15
23,35bc9797-e578-43ae-bbb5-31d66c4ea5ff,1.0,1.0,1.0,0.0,0.0,0.10998619420156466,0.10998619420156466,0.4500690289921767,0.0,1.0,1.0,0.85,1.0,0.0,1.0,3.2814369201660156,0.1796407699584961,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8833448381653627,1.0,15
24,8d537fa5-6037-48b6-b1c1-f7f8fb0347b8,1.0,1.0,1.0,0.0,0.0,0.0391644908616188,0.0391644908616188,0.804177545691906,1.0,1.0,1.0,0.85,1.0,0.0,1.0,3.3600845336914062,0.15997886657714844,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9423629242819844,0.0,15
25,6474756c-b0a1-4e7d-b9cf-ce9a321bc337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.85,1.0,0.0,1.0,3.0875205993652344,0.2281198501586914,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.975,0.0,15
26,99178522-b653-4476-8c86-054b38a9ce00,1.0,1.0,1.0,0.0,0.0,0.059782608695652176,0.059782608695652176,0.7010869565217391,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5573883056640625,0.8606529235839844,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9501811594202899,0.0,40
27,6f283b03-a803-4472-a507-1956d273936e,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0207862854003906,0.24480342864990234,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
28,b6838f8d-fdba-482e-8cc6-e102fa0abc41,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0207862854003906,0.24480342864990234,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
29,29636375-2435-4752-872b-f2f95c20a5ea,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0207862854003906,0.24480342864990234,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
30,f8ddae09-d4d3-4a2a-ac77-c5bd5ec91ffc,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0207862854003906,0.24480342864990234,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
31,fb80ef9c-6b67-46f8-b811-8e42ee54955e,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0207862854003906,0.24480342864990234,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
32,69ee8dbc-994d-469d-b526-e5aa519e9b4d,1.0,1.0,1.0,0.0,0.0,0.041343669250646,0.041343669250646,0.7932816537467701,1.0,1.0,1.0,0.85,1.0,0.0,1.0,0.5443229675292969,0.8639192581176758,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9405469422911285,0.0,15
33,05db4fd0-6ed6-4e16-bb41-c543d2987ee7,1.0,1.0,1.0,0.0,0.0,0.10429447852760736,0.10429447852760736,0.4785276073619632,0.0,1.0,1.0,0.85,1.0,0.0,1.0,0.6187248229980469,0.8453187942504883,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7214212678936605,2.0,15
34,1b35f145-f9af-4b03-a858-fbb01b52f656,1.0,1.0,1.0,0.0,0.0023734177215189874,0.00125,0.0023734177215189874,0.9881329113924051,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.996868133544922,0.25078296661376953,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9980221518987342,1.0,15
35,d2c14721-a4d7-4c4a-80e2-1d7b03de5fb8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.753700256347656,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
36,26ac69c8-97bf-4de6-ba3d-4f3d1653b35b,1.0,1.0,1.0,0.0,0.0,0.0004248088360237893,0.0004248088360237893,0.9978759558198811,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.100006103515625,0.22499847412109375,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9996459926366468,0.0,15
37,2c12ca72-2272-4184-a4b5-e150ec7668a7,1.0,1.0,1.0,0.0,0.0020833333333333333,0.00037537537537537537,0.0020833333333333333,0.9895833333333334,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.942935943603516,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.998263888888889,1.0,15
38,fbb16e59-fec1-4447-a499-4e5a01c8d820,1.0,1.0,1.0,0.0,0.0022222077405011213,0.0006361178567189094,0.0022222077405011213,0.9888889612974944,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0207862854003906,0.24480342864990234,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9981481602162491,0.0,15
39,5fd611b6-d1d9-460f-85fd-55f9211d9292,1.0,1.0,1.0,0.0,0.0017857142857142857,0.05180221811460259,0.05180221811460259,0.740988909426987,1.0,1.0,1.0,0.85,1.0,0.0,1.0,7.233001708984375,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7651648182378311,1.0,15
40,31cff6d2-6128-4c23-92e6-a81131b25661,1.0,1.0,1.0,0.0,0.0,0.030690537084398978,0.030690537084398978,0.8465473145780051,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.3753318786621094,0.6561670303344727,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,85.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8077578857630009,2.0,15
41,a478e9fb-998f-4a3b-a0fd-3e2c992b38eb,1.0,1.0,1.0,0.0,0.0,0.00078125,0.00078125,0.99609375,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.8401412963867188,0.2899646759033203,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9993489583333334,0.0,15
42,6d4042c0-efc8-42f5-887a-e567e5dfdb77,1.0,1.0,1.0,0.0,0.001639344262295082,0.0006452802359882006,0.001639344262295082,0.9918032786885246,1.0,1.0,1.0,0.85,1.0,0.0,1.0,6.969451904296875,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9736338797814209,0.0,15
43,b6a9f15e-0cb9-4746-8c8f-b1679e2d15aa,1.0,1.0,1.0,0.0,0.0022222077405011213,0.00020901564770318991,0.0022222077405011213,0.9888889612974944,1.0,1.0,1.0,0.85,1.0,0.0,1.0,3.1530532836914062,0.21173667907714844,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.973148160216249,0.0,15
44,765e99a4-5f2b-4037-8e30-d0d383c7fc35,1.0,1.0,1.0,0.0,0.0,0.11392405063291139,0.11392405063291139,0.4303797468354431,0.0,1.0,1.0,0.85,1.0,0.0,1.0,0.7065811157226562,0.8233547210693359,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7133966244725739,2.0,15
45,ca54900d-7707-40b3-bc6e-e00546a0cd01,1.0,1.0,1.0,0.0,0.0,0.11079943899018233,0.11079943899018233,0.4460028050490884,0.0,1.0,1.0,0.85,1.0,0.0,1.0,0.6866569519042969,0.8283357620239258,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7160004675081814,2.0,15
46,578c5202-d1df-4c1b-ae6b-cc9276045c08,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0207862854003906,0.24480342864990234,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
47,e7466331-15e2-46b2-8f61-1669a0647c5b,1.0,1.0,1.0,0.0,0.0,0.09839816933638444,0.09839816933638444,0.5080091533180778,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.9941864013671875,0.2514533996582031,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.918001525553013,0.0,15
48,a698ecf1-56df-4ccc-8480-38109a39a528,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.85,1.0,0.0,1.0,6.979621887207031,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.975,0.0,15
49,efd833ef-e09e-4275-acfb-66d01dfd0988,1.0,1.0,1.0,0.0,0.0,0.11731843575418995,0.11731843575418995,0.4134078212290503,0.0,1.0,1.0,0.85,1.0,0.0,1.0,0.67633056640625,0.8309173583984375,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8772346368715084,1.0,15
50,0bd7377e-a4da-421d-b6e5-3ff20879cfc0,1.0,1.0,1.0,0.0,0.0003980891719745223,0.0005434782608695652,0.0005434782608695652,0.9972826086956522,1.0,1.0,1.0,0.85,1.0,0.0,1.0,7.134632110595703,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9745471014492754,0.0,15
51,759f2060-e4aa-45eb-83c5-cef4a30406ed,1.0,1.0,1.0,0.0,0.0,0.09340659340659341,0.09340659340659341,0.532967032967033,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1915550231933594,0.20211124420166016,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,85.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7554945054945055,2.0,15
52,d026d289-4798-43db-871a-365cc8747f44,1.0,1.0,1.0,0.0,0.001797566371681416,0.10217546362339515,0.10217546362339515,0.4891226818830243,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.854682922363281,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9148537803138375,1.0,15
53,f06a580d-fdba-4235-9327-ad3ebd49ac0e,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.861656188964844,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
54,252c0e12-16f9-472b-b51d-3bb16dd3f2cd,1.0,1.0,1.0,0.0,0.003125,0.12213497453310695,0.12213497453310695,0.3893251273344652,0.0,1.0,1.0,0.85,1.0,0.0,1.0,0.7069854736328125,0.8232536315917969,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7065541878890776,2.0,15
55,04447474-c805-41e0-9514-4125dc050b91,1.0,1.0,1.0,0.0,0.0020833333333333333,0.00037537537537537537,0.0020833333333333333,0.9895833333333334,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1304702758789062,0.21738243103027344,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.998263888888889,1.0,15
56,87a9f3a7-78d5-412e-9637-b6c6c1493529,1.0,1.0,1.0,0.0,0.0,0.12237272302662307,0.12237272302662307,0.38813638486688473,0.0,1.0,1.0,0.85,1.0,0.0,1.0,1.4021873474121094,0.6494531631469727,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8730227308111475,1.0,15
57,7fd73962-a252-4211-9a48-67ce0516a4bb,1.0,1.0,1.0,0.0,0.002777777777777778,0.00125,0.002777777777777778,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.841102600097656,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9976851851851851,0.0,15
58,d9b7de4a-e75d-4365-bd7f-e9604ddb1f3e,1.0,1.0,1.0,0.0,0.0,0.07286544479213232,0.07286544479213232,0.6356727760393384,1.0,1.0,1.0,0.85,1.0,0.0,1.0,3.3025779724121094,0.17435550689697266,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9142787960065565,1.0,15
59,698febed-1c55-4ca1-8b69-4aa38b196704,1.0,1.0,1.0,0.0,0.002289012738853503,0.05091358964598401,0.05091358964598401,0.74543205177008,1.0,1.0,1.0,0.85,1.0,0.0,1.0,3.303741455078125,0.17406463623046875,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.76590534196168,1.0,15
60,bba728be-13ae-4be4-bca0-983f52aa7129,1.0,1.0,1.0,0.0,0.002289012738853503,0.05091358964598401,0.05091358964598401,0.74543205177008,1.0,1.0,1.0,0.85,1.0,0.0,1.0,3.303741455078125,0.17406463623046875,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.76590534196168,1.0,15
61,8f028e60-8834-4f58-aeba-b6b8f4512fb3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.90673828125,0.2733154296875,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
62,3e3675e3-6664-46ce-bbb0-975784a47bb9,1.0,1.0,1.0,0.0,0.0,0.04145077720207254,0.04145077720207254,0.7927461139896373,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.9885635375976562,0.25285911560058594,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9654576856649396,1.0,15
