source_type,group_id,rows,fold,risk_score_mean,sample_model,sample_installer,sample_ua
cloud_device,cloud_device::25a1f94467,2,3,42.0,2201117TI,manual,"Mozilla/5.0 (Linux; Android 11; 2201117TI Build/RKQ1.211001.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.171 Mobile Safari/537.36"
cloud_device,cloud_device::324828a641,2,1,27.5,PCAM00,com.heytap.browser,"Mozilla/5.0 (Linux; Android 11; PCAM00 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36"
cloud_device,cloud_device::772ce9ae09,2,3,42.0,moto g71 5G,manual,"Mozilla/5.0 (Linux; Android 11; moto g71 5G Build/RRUB31.Q3-71-102-2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.171 Mobile Safari/537.36"
cloud_device,cloud_device::a558d19a56,2,2,38.0,Pixel 5,manual,"Mozilla/5.0 (Linux; Android 11; Pixel 5 Build/RQ3A.211001.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36"
cloud_device,cloud_device::a5914a4bb8,2,1,45.0,SM-S911B,manual,"Mozilla/5.0 (Linux; Android 13; SM-S911B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.171 Mobile Safari/537.36"
cloud_device,cloud_device::ab27d7b486,2,3,43.5,SM-S918B,manual,"Mozilla/5.0 (Linux; Android 13; SM-S918B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.171 Mobile Safari/537.36"
cloud_device,cloud_device::cea42b91e1,2,3,41.5,SM-S911B,manual,"Mozilla/5.0 (Linux; Android 13; SM-S911B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.171 Mobile Safari/537.36"
cloud_device,cloud_device::f4180f97fb,2,1,45.0,Pixel 8 Pro,manual,"Mozilla/5.0 (Linux; Android 14; Pixel 8 Pro Build/UD1A.230803.022; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.171 Mobile Safari/537.36"
cloud_device,cloud_device::04681e1ef6,1,2,45.0,Pixel 7 Pro,manual,"Mozilla/5.0 (Linux; Android 13; Pixel 7 Pro Build/TD1A.220804.031; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.171 Mobile Safari/537.36"
cloud_device,cloud_device::056f84aee0,1,3,42.0,CPH2251,manual,"Mozilla/5.0 (Linux; Android 11; CPH2251 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.171 Mobile Safari/537.36"
cloud_device,cloud_device::173c3e9d17,1,2,42.0,SM-S908U,manual,"Mozilla/5.0 (Linux; Android 16; SM-S908U Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.135 Mobile Safari/537.36"
cloud_device,cloud_device::2d08822f67,1,2,42.0,CPH2487,manual,"Mozilla/5.0 (Linux; Android 13; CPH2487 Build/SKQ1.221012.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.164 Mobile Safari/537.36"
cloud_device,cloud_device::33653ff874,1,3,45.0,SM-S938B,manual,"Mozilla/5.0 (Linux; Android 16; SM-S938B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.135 Mobile Safari/537.36"
cloud_device,cloud_device::37b00bbf22,1,1,45.0,SM-N981U,manual,"Mozilla/5.0 (Linux; Android 13; SM-N981U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.5563.116 Mobile Safari/537.36"
cloud_device,cloud_device::5728c0034e,1,1,42.0,SM-S918B,manual,"Mozilla/5.0 (Linux; Android 13; SM-S918B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.171 Mobile Safari/537.36"
cloud_device,cloud_device::834076c97d,1,2,42.0,SM-G996U,manual,"Mozilla/5.0 (Linux; Android 15; SM-G996U Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.260 Mobile Safari/537.36"
cloud_device,cloud_device::898aa29b38,1,2,38.0,CPH2557,manual,"Mozilla/5.0 (Linux; Android 14; CPH2557 Build/UP1A.230620.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.105 Mobile Safari/537.36"
cloud_device,cloud_device::95dd14b836,1,2,38.0,CPH2415,manual,"Mozilla/5.0 (Linux; Android 14; CPH2415 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/127.0.6533.64 Mobile Safari/537.36"
cloud_device,cloud_device::a301098238,1,1,45.0,Pixel 7,manual,"Mozilla/5.0 (Linux; Android 13; Pixel 7 Build/TD1A.220804.009.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.164 Mobile Safari/537.36"
cloud_device,cloud_device::ba55a35fe4,1,3,45.0,SM-S901B,manual,"Mozilla/5.0 (Linux; Android 12; SM-S901B Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.164 Mobile Safari/537.36"
cloud_device,cloud_device::c787327ce1,1,2,40.0,22122RK93C,manual,"Mozilla/5.0 (Linux; Android 13; 22122RK93C Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36"
cloud_device,cloud_device::f7a3cbe95a,1,2,38.0,CPH2381,manual,"Mozilla/5.0 (Linux; Android 14; CPH2381 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.260 Mobile Safari/537.36"
physical_device,physical_device::b0d54202bc,37,2,15.0,V2528A,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 16; V2528A Build/BP2A.250605.031.A3_V000L1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36"
physical_device,physical_device::2b578f015c,12,1,15.0,PTP-AN00,com.tencent.mtt,"Mozilla/5.0 (Linux; Android 16; PTP-AN00 Build/HONORPTP-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36"
physical_device,physical_device::b8c01ee2fc,11,2,15.0,2407FRK8EC,com.miui.packageinstaller,"Mozilla/5.0 (Linux; Android 14; 2407FRK8EC Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.71 Mobile Safari/537.36"
physical_device,physical_device::30cf0bca19,9,2,15.0,ANG-AN00,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 12; ANG-AN00 Build/HUAWEIANG-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36"
physical_device,physical_device::6565ffc4eb,8,2,15.0,V2528A,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 16; V2528A Build/BP2A.250605.031.A3_V000L1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36"
physical_device,physical_device::707c0fcd0a,7,1,15.0,V2507A,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 16; V2507A Build/BP2A.250605.031.A3_V000L1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36"
physical_device,physical_device::28586ed7eb,6,2,15.0,WDY-AN00,com.tencent.mtt,"Mozilla/5.0 (Linux; Android 13; WDY-AN00 Build/HONORWDY-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/99.0.4844.88 Mobile Safari/537.36"
physical_device,physical_device::2be1aaf06a,6,2,15.0,ALH-BD00,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 11; ALH-BD00 Build/HinovaALH-BD00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36"
physical_device,physical_device::2bf6a85872,6,2,15.0,V2403A,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 16; V2403A Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36"
physical_device,physical_device::6f985a48b2,6,2,15.0,ADY-AL10,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 12; ADY-AL10 Build/HUAWEIADY-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36"
physical_device,physical_device::ac34ce673e,6,3,15.0,PKG110,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 16; PKG110 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36"
physical_device,physical_device::c84704a242,6,1,15.0,PLV110,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 16; PLV110 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36"
physical_device,physical_device::2d2048bec8,5,1,15.0,PHA120,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 12; PHA120 Build/SKQ1.211209.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36"
physical_device,physical_device::54d30361e0,5,1,15.0,PGP110,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 15; PGP110 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.135 Mobile Safari/537.36"
physical_device,physical_device::64ff093868,5,1,15.0,PLG110,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 16; PLG110 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.135 Mobile Safari/537.36"
physical_device,physical_device::6d6cfdb801,5,1,15.0,23127PN0CC,com.miui.packageinstaller,"Mozilla/5.0 (Linux; Android 16; 23127PN0CC Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/137.0.7151.115 Mobile Safari/537.36"
physical_device,physical_device::846b84f08f,5,3,15.0,RMX3092,com.heytap.browser,"Mozilla/5.0 (Linux; Android 12; RMX3092 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36"
physical_device,physical_device::b7a2341974,5,2,15.0,RMX3357,com.heytap.browser,"Mozilla/5.0 (Linux; Android 13; RMX3357 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5060.129 Mobile Safari/537.36"
physical_device,physical_device::de9943a847,5,2,15.0,HBN-AL80,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 12; HBN-AL80 Build/HUAWEIHBN-AL80; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36"
physical_device,physical_device::120a1d275c,4,2,15.0,DBY2-W00,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 12; DBY2-W00 Build/HUAWEIDBY2-W00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Safari/537.36"
physical_device,physical_device::1d33ac1df3,4,3,15.0,V2364A,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 14; V2364A Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/116.0.0.0 Mobile Safari/537.36"
physical_device,physical_device::3fdd1a9775,4,3,15.0,MRK-BD00,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 11; MRK-BD00 Build/HinovaMRK-BD00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36"
physical_device,physical_device::4287322941,4,3,15.0,NOH-AN00,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 12; NOH-AN00 Build/HUAWEINOH-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36"
physical_device,physical_device::609cc4b520,4,3,15.0,NOH-AN00,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 12; NOH-AN00 Build/HUAWEINOH-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36"
physical_device,physical_device::6fc071fe31,4,3,15.0,V2163A,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 13; V2163A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4951.74 Mobile Safari/537.36"
physical_device,physical_device::8ccd6e6869,4,2,15.0,2407FRK8EC,com.miui.packageinstaller,"Mozilla/5.0 (Linux; Android 14; 2407FRK8EC Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/126.0.6478.71 Mobile Safari/537.36"
physical_device,physical_device::8d3b7752e1,4,1,15.0,OCE-AN10,com.android.packageinstaller,"Mozilla/5.0 (Linux; Android 12; OCE-AN10 Build/HUAWEIOCE-AN10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36"
physical_device,physical_device::9c56d48422,4,3,15.0,WDY-AN00,com.tencent.mtt,"Mozilla/5.0 (Linux; Android 13; WDY-AN00 Build/HONORWDY-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/99.0.4844.88 Mobile Safari/537.36"
